FID;COORD_X;COORD_Y;LONGITUD;ANGLE;C_Tram;C_Nus_I;C_Nus_F;Distric_D;NDistric_D;Illa_D;CVia_D;TVia_D;NVia_D;Tram_Dret;Distric_E;NDistric_E;Illa_E;CVia_E;TVia_E;NVia_E;Tram_Esq
6145;428334.472;4585343.676;174.61;-57;T08636K;N05352R;N05621T;06;Gràcia;83891;034807;Carrer;Carrer Baró de la Barre;2 <=> 58 - 56;06;Gràcia;84010;034807;Carrer;Carrer Baró de la Barre;29 - 31 <=> 63 - 67
6146;428439.452;4585662.071;77.787;317.54;T08640G;N05602Q;N05630U;06;Gràcia;84032;233600;Plaça;Plaça Olèrdola;2 <=> 8;06;Gràcia;00002;000000; ; ;0
6147;428354.71;4585648.047;255.671;344.94;T08642I;N05630U;N05633X;06;Gràcia;84032;242702;Carrer;Carrer Palou;2 <=> 32 - 28;06;Gràcia;84050;242702;Carrer;Carrer Palou;1 - 3 <=> 33 B - 35
6148;428321.804;4585715.286;132.753;11.35;T08643J;N05633X;N05635Z;06;Gràcia;84032;354900;Carrer;Carrer Veciana;16 <=> 28;06;Gràcia;84061;354900;Carrer;Carrer Veciana;17 <=> 21
6149;428391.979;4585750.376;34.331;359.94;T08644K;N05635Z;N05636A;06;Gràcia;84032;354900;Carrer;Carrer Veciana;30 - 32 <=> 38;06;Gràcia;84080;354900;Carrer;Carrer Veciana;23 <=> 25
6150;428437.698;4585751.429;57.147;2.15;T08645L;N05636A;N03485V;06;Gràcia;84032;354900;Carrer;Carrer Veciana;40 <=> 46;06;Gràcia;84061;354900;Carrer;Carrer Veciana;27
6151;428363.736;4585802.301;137.985;-49;T08646M;N05637B;N05636A;06;Gràcia;84080;206902;Carrer;Carrer Mediona;16 - 14 <=> 28;06;Gràcia;84061;206902;Carrer;Carrer Mediona;1 - 3 <=> 47 - 49
6152;428320.096;4585800.056;100.155;312.8;T08647N;N05639D;N05640W;06;Gràcia;84080;147009;Carrer;Carrer Goldoni;2 <=> 8 - 10;06;Gràcia;84070;147009;Carrer;Carrer Goldoni;1 <=> 5 - 7
6153;428286.1;4585775.69;106.413;307.63;T08648O;N05639D;N05640W;06;Gràcia;84070;023607;Carrer;Carrer Ariosto;6 <=> 14;06;Gràcia;84061;023607;Carrer;Carrer Ariosto;3 <=> 15 - 19
6154;428298.41;4585838.552;50.712;38.23;T08649P;N05640W;N05637B;06;Gràcia;84080;023607;Carrer;Carrer Ariosto;16 <=> 18;06;Gràcia;84061;023607;Carrer;Carrer Ariosto;21
6155;428353.059;4585751.17;43.537;357.96;T08650I;N05639D;N05635Z;06;Gràcia;84080;023607;Carrer;Carrer Ariosto;2 <=> 4;06;Gràcia;84061;023607;Carrer;Carrer Ariosto;1
6156;428015.369;4585440.435;67.611;68.56;T08652K;N05620S;N05615V;06;Gràcia;83962;352507;Passeig;Passeig Vall d'Hebron;36 - 42;06;Gràcia;84380;352507;Passeig;Passeig Vall d'Hebron;29 - 35
6157;428038.522;4585500.932;61.947;69.6;T08653L;N05615V;N05611R;06;Gràcia;83962;352507;Passeig;Passeig Vall d'Hebron;44 - 46 <=> 48;06;Gràcia;84330;352507;Passeig;Passeig Vall d'Hebron;37 - 81
6158;428069.823;4585585.221;117.88;69.64;T08654M;N05611R;N05607V;06;Gràcia;84001;352507;Passeig;Passeig Vall d'Hebron;50 - 56 <=> 62;06;Gràcia;84330;352507;Passeig;Passeig Vall d'Hebron;51
6159;428113.893;4585703.046;133.713;69.36;T08655N;N05607V;N03510F;06;Gràcia;84003;352507;Passeig;Passeig Vall d'Hebron;64 - 70 <=> 76 - 80;06;Gràcia;84330;352507;Passeig;Passeig Vall d'Hebron;59 - 63 <=> 65 - 69
6160;427581.169;4585585.041;90.779;49.16;T08658Q;N05656E;N05657F;06;Gràcia;84461;111500;Carrer;Carrer Salvador Alarma;2 <=> 12;06;Gràcia;84468;111500;Carrer;Carrer Salvador Alarma;3 <=> 23 - 25
6161;427622.307;4585632.006;34.809;47.82;T08659R;N05657F;N05658G;06;Gràcia;84462;111500;Carrer;Carrer Salvador Alarma;14 <=> 28;06;Gràcia;84468;111500;Carrer;Carrer Salvador Alarma;3 <=> 23 - 25
6162;427666.882;4585672.726;86.157;40.23;T08660K;N05658G;N05659H;06;Gràcia;84462;111500;Carrer;Carrer Salvador Alarma;20 <=> 28;06;Gràcia;84466;111500;Carrer;Carrer Salvador Alarma;21 <=> 23 - 25
6163;427623.301;4585555.143;76.315;49.39;T08661L;N05660A;N05661B;06;Gràcia;84393;113200;Carrer;Carrer Enric Clarasó;2 <=> 6;06;Gràcia;84461;113200;Carrer;Carrer Enric Clarasó;1 <=> 9
6164;427684.122;4585621.698;104.615;45.9;T08662M;N05661B;N05662C;06;Gràcia;84422;113200;Carrer;Carrer Enric Clarasó;8 <=> 20;06;Gràcia;84462;113200;Carrer;Carrer Enric Clarasó;11 <=> 27
6165;427731.473;4585496.136;127.41;311.87;T08663N;N05663D;N05664E;06;Gràcia;84422;098300;Carrer;Carrer Josep M. Sert;24 <=> 44;06;Gràcia;84392;098300;Carrer;Carrer Josep M. Sert;25 <=> 39
6166;427668.519;4585563.81;57.518;-45;T08664O;N05664E;N05661B;06;Gràcia;84422;098300;Carrer;Carrer Josep M. Sert;24 - 14 <=> 48;06;Gràcia;84393;098300;Carrer;Carrer Josep M. Sert;41 <=> 43
6167;427629.351;4585601.575;51.311;316.89;T08665P;N05661B;N05657F;06;Gràcia;84462;098300;Carrer;Carrer Josep M. Sert;50 <=> 52;06;Gràcia;84461;098300;Carrer;Carrer Josep M. Sert;45 - 47 <=> 117
6168;427668.242;4585520.933;61.383;47.55;T08666Q;N05667H;N05664E;06;Gràcia;84392;100504;Carrer;Carrer Apel·les Mestres;12 - 10;06;Gràcia;84393;100504;Carrer;Carrer Apel·les Mestres;9
6169;427704.536;4585561.862;48.04;49.57;T08667R;N05664E;N05669J;06;Gràcia;84422;100504;Carrer;Carrer Apel·les Mestres;14 <=> 16;06;Gràcia;84422;100504;Carrer;Carrer Apel·les Mestres;11 - 13 <=> 25
6170;428000.961;4585521.559;105.994;281.71;T08668S;N05615V;N05671D;06;Gràcia;84330;148409;Carretera;Carretera Sant Cugat;2 <=> 44 - 38;06;Gràcia;84380;148409;Carretera;Carretera Sant Cugat;1 <=> 19
6171;427998.733;4585576.553;53.02;315.44;T08670M;N05671D;N05673F;06;Gràcia;84340;153704;Carrer;Carrer Gutenberg;10 - 2 <=> 28;06;Gràcia;84380;153704;Carrer;Carrer Gutenberg;1 - 5 <=> 7
6172;427965.883;4585608.896;39.179;315.45;T08671N;N05673F;N05674G;06;Gràcia;84340;153704;Carrer;Carrer Gutenberg;10 - 2 <=> 28;06;Gràcia;84370;153704;Carrer;Carrer Gutenberg;9 <=> 11
6173;427934.916;4585639.506;47.905;315.24;T08672O;N05674G;N05675H;06;Gràcia;84350;153704;Carrer;Carrer Gutenberg;30 <=> 32;06;Gràcia;84360;153704;Carrer;Carrer Gutenberg;13 - 17
6174;427939.396;4585553.985;115.428;45.51;T08673P;N05673F;N05677J;06;Gràcia;84370;242101;Carrer;Carrer Palma de Sant Genís;2 <=> 34;06;Gràcia;84380;242101;Carrer;Carrer Palma de Sant Genís;1 <=> 23 - 31
6175;427910.855;4585581.932;116.066;44.75;T08674Q;N05679L;N05674G;06;Gràcia;84370;013308;Carrer;Carrer Rosella;10 - 12 <=> 38;06;Gràcia;84360;013308;Carrer;Carrer Rosella;9 - 15 <=> 17 - 31
6176;427966.258;4585676.821;112.092;75.18;T08675R;N05674G;N05682G;06;Gràcia;84340;308403;Carrer;Carrer Sant Onofre;2 <=> 20;06;Gràcia;84350;308403;Carrer;Carrer Sant Onofre;1 - 3 <=> 11
6177;427837.372;4585599.582;38.936;45.86;T08676S;N05683H;N05684I;06;Gràcia;84360;251408;Carrer;Carrer Penitents;8 - 10;06;Gràcia;84423;251408;Carrer;Carrer Penitents;7 <=> 9
6178;427950.981;4585460.892;147.017;315.06;T08677T;N05620S;N05677J;06;Gràcia;84380;336500;Carrer;Carrer Ticià;36 - 26 <=> 48 - 46;06;Gràcia;84422;336500;Carrer;Carrer Ticià;21 - 29 <=> 67 - 75
6179;427883.467;4585527.929;43.269;315.69;T08678U;N05677J;N05679L;06;Gràcia;84370;336500;Carrer;Carrer Ticià;50 <=> 54 - 56;06;Gràcia;84422;336500;Carrer;Carrer Ticià;47 <=> 51 - 53
6180;427845.9;4585564.327;61.347;316.06;T08679V;N05679L;N05683H;06;Gràcia;84360;336500;Carrer;Carrer Ticià;58 - 60 <=> 62 - 64;06;Gràcia;84422;336500;Carrer;Carrer Ticià;55 <=> 61 - 65
6181;427805.429;4585603.04;55.952;316.53;T08680O;N05683H;N05690G;06;Gràcia;84423;336500;Carrer;Carrer Ticià;66 <=> 68 - 70;06;Gràcia;84422;336500;Carrer;Carrer Ticià;67 - 75
6182;427645.186;4585673.653;112.257;284.27;T08683R;N05658G;N05694K;06;Gràcia;84466;025103;Carrer;Carrer August Font;2 <=> 16;06;Gràcia;84468;025103;Carrer;Carrer August Font;1 <=> 11
6183;427593.563;4585727.654;70.559;282.2;T08685T;N05694K;N05697N;06;Gràcia;84466;170554;Carrer;Carrer Josep M. Jujol;2 <=> 4 - 6;06;Gràcia;84465;170554;Carrer;Carrer Josep M. Jujol;1 - 5 <=> 7
6184;427751.774;4585427.204;61.815;44.05;T08686U;N05698O;N05663D;06;Gràcia;84422;066803;Carrer;Carrer Carles Pirozzini;8 - 12 <=> 14;06;Gràcia;84392;066803;Carrer;Carrer Carles Pirozzini;7 <=> 9
6185;427892.08;4585623.745;85.213;34.33;T08688W;N05684I;N05675H;06;Gràcia;84467;226502;Carrer;Carrer Navata;26 - 34 <=> 34 Int;06;Gràcia;84360;226502;Carrer;Carrer Navata;21 - 33 <=> 35
6186;427906.127;4585809.196;269.507;342.55;T08690Q;N05705W;N05706X;06;Gràcia;84467;347507;Carrer;Carrer Trullols;2 - 4 <=> 40 Int;06;Gràcia;84467;347507;Carrer;Carrer Trullols;1 - 3 <=> 21 - 29
6187;428009.233;4585767.351;92.552;51.76;T08693T;N05682G;N03512H;06;Gràcia;84467;226502;Carrer;Carrer Navata;2 - 4 <=> 12 B;06;Gràcia;84340;226502;Carrer;Carrer Navata;1 <=> 9 B
6188;428812.168;4585523.664;59.195;-23;T08694U;N05712V;N05713W;06;Gràcia;83790;306805;Baixada;Baixada Sant Marià;1 <=> 3;06;Gràcia;83743;306805;Baixada;Baixada Sant Marià;2 - 4 <=> 6 - 8
6189;428855.599;4585505.472;34.98;-23;T08695V;N05713W;N05714X;06;Gràcia;83780;306805;Baixada;Baixada Sant Marià;13 - 5;06;Gràcia;83750;306805;Baixada;Baixada Sant Marià;10 - 12
6190;428886.943;4585493.354;32.273;341;T08696W;N05714X;N05715Y;06;Gràcia;83770;306805;Baixada;Baixada Sant Marià;15;06;Gràcia;83760;306805;Baixada;Baixada Sant Marià;14 - 18
6191;428766.669;4585410.211;50.93;337.99;T08697X;N05716Z;N05717A;06;Gràcia;83810;327204;Baixada;Baixada Solanell;1 <=> 9;06;Gràcia;83790;327204;Baixada;Baixada Solanell;2 <=> 4 - 8
6192;428806.672;4585393.475;35.806;336.31;T08698Y;N05717A;N05580B;06;Gràcia;83800;327204;Baixada;Baixada Solanell;11 - 15;06;Gràcia;83780;327204;Baixada;Baixada Solanell;10 - 12 <=> 12 B
6193;428839.741;4585379.871;35.728;-21;T08699Z;N05580B;N05719C;06;Gràcia;83560;327204;Baixada;Baixada Solanell;19 - 17;06;Gràcia;83770;327204;Baixada;Baixada Solanell;14 - 18
6194;428937.954;4585697.502;38.598;-12;T08700B;N05720V;N05721W;06;Gràcia;83750;135804;Carrer;Carrer Font del Coll;4 - 2;06;Gràcia;83730;135804;Carrer;Carrer Font del Coll;1 <=> 5 - 9
6195;429020.982;4585681.25;130.613;349.13;T08701C;N05721W;N05722X;06;Gràcia;83710;135804;Carrer;Carrer Font del Coll;6 <=> 34 - 38;06;Gràcia;83720;135804;Carrer;Carrer Font del Coll;11 - 13 <=> 25 - 29
6196;428972.462;4585650.175;64.167;349.29;T08702D;N05723Y;N05724Z;06;Gràcia;83691;221000;Carrer;Carrer Móra la Nova;2 - 14 <=> 18;06;Gràcia;83710;221000;Carrer;Carrer Móra la Nova;1 - 3 <=> 13
6197;429031.626;4585638.848;56.31;349.01;T08703E;N05724Z;N05725A;06;Gràcia;83692;221000;Carrer;Carrer Móra la Nova;20 - 22 <=> 24 - 26;06;Gràcia;83710;221000;Carrer;Carrer Móra la Nova;15 - 17 <=> 29
6198;428716.549;4585340.257;168.134;79.12;T08704F;N05590D;N05716Z;06;Gràcia;83810;230000;Passeig;Passeig Mare de Déu del Coll;42 <=> 66;06;Gràcia;83820;230000;Passeig;Passeig Mare de Déu del Coll;37 <=> 75
6199;428767.999;4585476.211;123.638;74.1;T08705G;N05716Z;N05712V;06;Gràcia;83790;230000;Passeig;Passeig Mare de Déu del Coll;68 <=> 90 - 88;06;Gràcia;83820;230000;Passeig;Passeig Mare de Déu del Coll;37 <=> 75
6200;428767.908;4585348.769;113.031;66.68;T08708J;N05594H;N05717A;06;Gràcia;83800;037000;Carrer;Carrer Beat Almató;12 <=> 32 B;06;Gràcia;83810;037000;Carrer;Carrer Beat Almató;7 <=> 25
6201;428814.895;4585456.503;122.039;66.21;T08709K;N05717A;N05713W;06;Gràcia;83780;037000;Carrer;Carrer Beat Almató;36 - 34 <=> 52;06;Gràcia;83790;037000;Carrer;Carrer Beat Almató;27 <=> 45 - 47
6202;428933.193;4585734.969;72.766;67.1;T08711E;N05720V;N03177M;06;Gràcia;83730;037000;Carrer;Carrer Beat Almató;96 <=> 108;06;Gràcia;83743;037000;Carrer;Carrer Beat Almató;49 - 51 <=> 109
6203;428847.376;4585442.444;122.396;66.6;T08712F;N05580B;N05714X;06;Gràcia;83770;220903;Carrer;Carrer Móra d'Ebre;44 - 48 <=> 64 B;06;Gràcia;83780;220903;Carrer;Carrer Móra d'Ebre;29 B <=> 37
6204;428883.367;4585526.383;60.265;67.19;T08713G;N05714X;N05739G;06;Gràcia;83760;220903;Carrer;Carrer Móra d'Ebre;66 <=> 74;06;Gràcia;83750;220903;Carrer;Carrer Móra d'Ebre;39 <=> 47 B - 47 C
6205;428917.993;4585605.147;111.825;65.77;T08714H;N05739G;N05723Y;06;Gràcia;83691;220903;Carrer;Carrer Móra d'Ebre;76 <=> 92 - 94;06;Gràcia;83750;220903;Carrer;Carrer Móra d'Ebre;49 <=> 59 - 63
6206;428948.892;4585674.849;40.668;67;T08715I;N05723Y;N05721W;06;Gràcia;83710;220903;Carrer;Carrer Móra d'Ebre;96;06;Gràcia;83750;220903;Carrer;Carrer Móra d'Ebre;39 <=> 65 - 67
6207;428971.518;4585728.422;75.642;67.18;T08716J;N05721W;N03179O;06;Gràcia;83720;220903;Carrer;Carrer Móra d'Ebre;96 B <=> 106;06;Gràcia;83730;220903;Carrer;Carrer Móra d'Ebre;69 <=> 75
6208;428913.125;4585514.108;56.416;67.21;T08717K;N05715Y;N05743C;06;Gràcia;83700;106806;Carrer;Carrer Duran i Borrell;2 <=> 14;06;Gràcia;83760;106806;Carrer;Carrer Duran i Borrell;1 <=> 9
6209;428939.916;4585575.817;81.358;66.04;T08718L;N05743C;N05744D;06;Gràcia;83700;106806;Carrer;Carrer Duran i Borrell;16 <=> 24 - 28;06;Gràcia;83691;106806;Carrer;Carrer Duran i Borrell;11 <=> 29
6210;428987.396;4585585.36;122.203;65.1;T08720F;N05746F;N05724Z;06;Gràcia;83692;136807;Carrer;Carrer Font del Remei;18 <=> 40 - 42;06;Gràcia;83691;136807;Carrer;Carrer Font del Remei;23 - 25 <=> 33
6211;429024.96;4585524.293;48.44;-1;T08721G;N05749I;N03174J;06;Gràcia;83620;133208;Carrer;Carrer Francesc Tarafa;1 - 3 <=> 5 - 7;06;Gràcia;83610;133208;Carrer;Carrer Francesc Tarafa;2 - 10
6212;429000.421;4585411.161;45.358;-11;T08723I;N05752D;N05753E;06;Gràcia;83571;237804;Carrer;Carrer Pau Ferran;24 - 22 <=> 30;06;Gràcia;83660;237804;Carrer;Carrer Pau Ferran;5 <=> 13 - 15
6213;429030.005;4585579.137;123.441;61.7;T08726L;N05749I;N05725A;06;Gràcia;83610;336205;Carrer;Carrer Tirso;16 - 12 <=> 48;06;Gràcia;83692;336205;Carrer;Carrer Tirso;1 <=> 43 B
6214;429073.857;4585649.712;44.635;47.5;T08727M;N05725A;N05722X;06;Gràcia;83610;336205;Carrer;Carrer Tirso;16 - 12 <=> 48;06;Gràcia;83710;336205;Carrer;Carrer Tirso;45 <=> 49 B
6215;429089.764;4585690.256;54.109;77.54;T08728N;N05722X;N03175K;06;Gràcia;83610;336205;Carrer;Carrer Tirso;48;06;Gràcia;83720;336205;Carrer;Carrer Tirso;51 <=> 53
6216;428909.55;4585547.136;32.223;334.16;T08731I;N05739G;N05743C;06;Gràcia;83760;138008;Passatge;Passatge Guillem Abiell;1 - 3 <=> 5 - 9;06;Gràcia;83691;138008;Passatge;Passatge Guillem Abiell;2 - 6
6217;428881.301;4585430.251;124.906;75.1;T08732J;N05719C;N05715Y;06;Gràcia;83650;340905;Carrer;Carrer Torrent del Remei;22 <=> 28 - 34;06;Gràcia;83770;340905;Carrer;Carrer Torrent del Remei;37 - 41 <=> 61 - 63
6218;429068.598;4585432.059;55.474;-12;T08733K;N05767K;N05768L;06;Gràcia;83630;250008;Carrer;Carrer Pere Llobet;4 - 2;06;Gràcia;83640;250008;Carrer;Carrer Pere Llobet;1 <=> 25 - 29
6219;429006.152;4585447.058;72.973;347.47;T08734L;N05768L;N05769M;06;Gràcia;83670;250008;Carrer;Carrer Pere Llobet;10 - 6 <=> 18 - 14;06;Gràcia;83640;250008;Carrer;Carrer Pere Llobet;1 <=> 25 - 29
6220;429034.003;4585446.979;22.331;313.69;T08735M;N05768L;N05771G;06;Gràcia;83630;165204;Carrer;Carrer Jaume Cascalls;6 - 2;06;Gràcia;83670;165204;Carrer;Carrer Jaume Cascalls;1 - 5 <=> 11 - 15
6221;429005.276;4585488.883;77.759;277.19;T08736N;N05771G;N05749I;06;Gràcia;83620;165204;Carrer;Carrer Jaume Cascalls;8 <=> 22 - 20;06;Gràcia;83670;165204;Carrer;Carrer Jaume Cascalls;1 - 5 <=> 11 - 15
6222;428996.621;4585430.951;71.169;317.32;T08738P;N05753E;N05769M;06;Gràcia;83640;182101;Carrer;Carrer Lluís Bonifaç;2 <=> 12 - 10;06;Gràcia;83660;182101;Carrer;Carrer Lluís Bonifaç;5 - 7 <=> 15
6223;429038.502;4585462.987;29.127;33.01;T08739Q;N05771G;N03173I;06;Gràcia;83630;154004;Carrer;Carrer Haití;1 - 3;06;Gràcia;83620;154004;Carrer;Carrer Haití;2 - 4
6224;428854.17;4585367.104;13.485;70.5;T08742L;N05584F;N05719C;06;Gràcia;83650;340905;Carrer;Carrer Torrent del Remei;22 <=> 34 - 28;06;Gràcia;83560;340905;Carrer;Carrer Torrent del Remei;1 <=> 35
6225;428911.785;4585373.548;122.428;12.07;T08743M;N05584F;N05787O;06;Gràcia;81604;282707;Carrer;Carrer Riu de la Plata;2 - 4;06;Gràcia;83650;282707;Carrer;Carrer Riu de la Plata;1 - 5 <=> 21
6226;429004.504;4585386.554;65.718;0.36;T08744N;N05787O;N05788P;06;Gràcia;81604;282707;Carrer;Carrer Riu de la Plata;2 - 4;06;Gràcia;83571;282707;Carrer;Carrer Riu de la Plata;23 - 27 <=> 33
6227;429111.631;4585389.179;28.986;348.74;T08745O;N05754F;N05790J;06;Gràcia;81604;237804;Carrer;Carrer Pau Ferran;40 - 44;06;Gràcia;83640;237804;Carrer;Carrer Pau Ferran;39 <=> 41
6228;429158.655;4585381.156;66.438;351.01;T08746P;N05790J;N03171G;06;Gràcia;81604;237804;Carrer;Carrer Pau Ferran;40 - 44 <=> 44 Int;07;Horta-Guinardó;83593;237804;Carrer;Carrer Pau Ferran;43 <=> 49
6229;429114.488;4585409.176;51.13;309.54;T08747Q;N05767K;N05790J;06;Gràcia;83640;263600;Carrer;Carrer Portell;42 <=> 48;07;Horta-Guinardó;83593;263600;Carrer;Carrer Portell;19 - 21 <=> 31
6230;428906.753;4585462.185;52.627;279.96;T08748R;N05745E;N05715Y;06;Gràcia;83650;237804;Carrer;Carrer Pau Ferran;2 <=> 6;06;Gràcia;83700;237804;Carrer;Carrer Pau Ferran;1 - 3
6231;427774.362;4585352.369;139.367;309.84;T08753O;N05800U;N05698O;06;Gràcia;84422;084306;Carrer;Carrer Collserola;2 - 16 <=> 22 - 24;05;Sarrià-Sant Gervasi;30492;084306;Carrer;Carrer Collserola;21 <=> 23 - 29
6232;427688.034;4585451.534;123.717;312.47;T08754P;N05698O;N05667H;06;Gràcia;84392;084306;Carrer;Carrer Collserola;26 <=> 40;05;Sarrià-Sant Gervasi;30491;084306;Carrer;Carrer Collserola;31 - 53
6233;427624.147;4585511.303;53.517;330.9;T08755Q;N05667H;N05660A;06;Gràcia;84393;084306;Carrer;Carrer Collserola;42 - 46;05;Sarrià-Sant Gervasi;30491;084306;Carrer;Carrer Collserola;53
6234;427577.98;4585536.145;51.348;332.57;T08756R;N05660A;N05656E;06;Gràcia;84461;084306;Carrer;Carrer Collserola;48 <=> 50;05;Sarrià-Sant Gervasi;30491;084306;Carrer;Carrer Collserola;53
6235;429492.968;4583100.741;127.019;309.4;T08757S;N01440A;N05208K;06;Gràcia;80300;212508;Carrer;Carrer Minerva;2 - 2 B <=> 8 - 10;06;Gràcia;80310;212508;Carrer;Carrer Minerva;1 <=> 13 B
6236;430007.535;4583429.307;48.029;318.27;T08758T;N05246Q;N01349G;06;Gràcia;83150;356508;Carrer;Carrer Venus;12 - 14;06;Gràcia;83120;356508;Carrer;Carrer Venus;13 - 15
6237;430182.203;4584419.692;58.614;37.9;T08759U;N05327Q;N05328R;06;Gràcia;82600;332306;Carrer;Carrer Taxdirt;6 - 2 <=> 8;06;Gràcia;82660;332306;Carrer;Carrer Taxdirt;1 - 5 <=> 7
6238;430225.594;4584454.274;52.367;39.28;T08760N;N05328R;N05329S;06;Gràcia;82590;332306;Carrer;Carrer Taxdirt;10 <=> 12;06;Gràcia;82650;332306;Carrer;Carrer Taxdirt;9 <=> 17
6239;430265.001;4584485.88;48.67;38.14;T08761O;N05329S;N02698C;06;Gràcia;82580;332306;Carrer;Carrer Taxdirt;14 <=> 18 - 16;06;Gràcia;82640;332306;Carrer;Carrer Taxdirt;19 <=> 21
6240;430134.966;4584556.936;163.127;77.5;T08763Q;N05805Z;N02752R;06;Gràcia;82700;144306;Carrer;Carrer Pi i Margall;76 - 72 <=> 92 - 90;06;Gràcia;82740;144306;Carrer;Carrer Pi i Margall;53 <=> 81 - 83
6241;430134.874;4584490.124;43.49;36.12;T08764R;N05805Z;N05806A;06;Gràcia;82660;109203;Carrer;Carrer Encarnació;132 - 134 <=> 136 - 138;06;Gràcia;82700;109203;Carrer;Carrer Encarnació;129 - 133
6242;430172.295;4584518.717;50.719;38.47;T08765S;N05806A;N05807B;06;Gràcia;82650;109203;Carrer;Carrer Encarnació;140 <=> 146 - 144;06;Gràcia;82700;109203;Carrer;Carrer Encarnació;129 - 133 <=> 147
6243;430208.77;4584548.298;43.211;39.71;T08766T;N05807B;N02703I;06;Gràcia;82640;109203;Carrer;Carrer Encarnació;150 - 148;06;Gràcia;82700;109203;Carrer;Carrer Encarnació;129 - 133 <=> 147
6244;430178.883;4584470.319;83.988;309.03;T08767U;N05328R;N05806A;06;Gràcia;82650;356304;Carrer;Carrer Ventalló;52 <=> 66;06;Gràcia;82660;356304;Carrer;Carrer Ventalló;61 <=> 75 - 77
6245;430219.006;4584502.672;83.278;310.16;T08768V;N05329S;N05807B;06;Gràcia;82640;228803;Passatge;Passatge Nogués;56 <=> 74;06;Gràcia;82650;228803;Passatge;Passatge Nogués;57 <=> 75
6246;430069.064;4584626.008;132.717;34.6;T08769W;N05403L;N03231B;06;Gràcia;82740;268105;Carrer;Carrer Providència;160 - 174 <=> 180 - 184;06;Gràcia;81650;268105;Carrer;Carrer Providència;137 <=> 143
6247;430038.043;4584558.06;76.77;307.95;T08771Q;N05469D;N05403L;06;Gràcia;82740;321605;Carrer;Carrer Pau Alsina;64 - 70 <=> 74 - 78;06;Gràcia;82750;321605;Carrer;Carrer Pau Alsina;63 - 65 <=> 71 - 77
6248;429866.348;4585015.096;73.782;338.77;T08773S;N03223B;N03227F;06;Gràcia;81932;312207;Plaça;Plaça Sanllehy;9999;06;Gràcia;81860;312207;Plaça;Plaça Sanllehy;1 <=> 2
6249;429789.967;4584980.427;145.986;41.34;T08774T;N05434S;N03227F;06;Gràcia;81860;366002;Carrer;Carrer Mare de Déu de la Salut;78 <=> 96;06;Gràcia;81890;366002;Carrer;Carrer Mare de Déu de la Salut;79 <=> 97
6250;428895.43;4585753.309;45.651;49.62;T08776V;N05729E;N03186N;06;Gràcia;83743;230000;Passeig;Passeig Mare de Déu del Coll;146 - 148 <=> 154;06;Gràcia;84042;230000;Passeig;Passeig Mare de Déu del Coll;87
6251;432652.762;4585233.158;134.72;44.78;T08777W;N05812Y;N05813Z;10;Sant Martí;07521;158504;Carrer;Carrer Huelva;34 - 32 <=> 46 - 38;10;Sant Martí;90890;158504;Carrer;Carrer Huelva;1 - 35
6252;432724.506;4585303.859;66.737;44.2;T08778X;N05813Z;N05814A;10;Sant Martí;07522;158504;Carrer;Carrer Huelva;50 - 48 <=> 64 - 59;10;Sant Martí;90900;158504;Carrer;Carrer Huelva;37 <=> 43 - 45
6253;432552.976;4584949.248;134.888;44.35;T08779Y;N05815B;N05816C;10;Sant Martí;06970;153205;Rambla;Rambla Guipúscoa;2 <=> 16;10;Sant Martí;06950;153205;Rambla;Rambla Guipúscoa;1 A <=> 15
6254;432649.878;4585042.238;133.728;43.29;T08780R;N05816C;N05817D;10;Sant Martí;07690;153205;Rambla;Rambla Guipúscoa;18 - 22 <=> 24 - 34;10;Sant Martí;07510;153205;Rambla;Rambla Guipúscoa;17 <=> 27
6255;432746.231;4585136.994;136.611;45.73;T08781S;N05817D;N05818E;10;Sant Martí;07680;153205;Rambla;Rambla Guipúscoa;38 - 36 <=> 48 - 42;10;Sant Martí;07521;153205;Rambla;Rambla Guipúscoa;29 - 35 <=> 41 Int
6256;432551.611;4584758.594;136.153;44.88;T08782T;N05819F;N05820Y;10;Sant Martí;07012;086200;Carrer;Carrer Concili de Trento;36 - 40 <=> 50 - 54;10;Sant Martí;06980;086200;Carrer;Carrer Concili de Trento;15 - 35
6257;432647.217;4584852.805;132.298;44.27;T08783U;N05820Y;N05821Z;10;Sant Martí;07011;086200;Carrer;Carrer Concili de Trento;54 - 76;10;Sant Martí;06970;086200;Carrer;Carrer Concili de Trento;37 - 39 <=> 41 - 57
6258;432735.63;4585051.447;104.26;315.34;T08784V;N05822A;N05817D;10;Sant Martí;07680;030409;Carrer;Carrer Bac de Roda;188 - 192 <=> 192 B;10;Sant Martí;07690;030409;Carrer;Carrer Bac de Roda;187 - 191 <=> 193 - 199
6259;432651.802;4585136.948;135.243;313.73;T08785W;N05817D;N05812Y;10;Sant Martí;07521;030409;Carrer;Carrer Bac de Roda;194 <=> 204;10;Sant Martí;07510;030409;Carrer;Carrer Bac de Roda;201 <=> 203 - 211
6260;432647.897;4584947.684;134.941;313.79;T08786X;N05821Z;N05816C;10;Sant Martí;07690;115603;Carrer;Carrer Espronceda;254 - 274;10;Sant Martí;06970;115603;Carrer;Carrer Espronceda;267 - 269 <=> 283 - 285
